acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,Label
11.88402209988831,0.6415738982617014,-1.3395419215757265,-0.4257663086709331,1.5099603377956616,1.0725129763122878,1
10.876349733559543,2.8551458255687114,-0.8990668628993845,0.634795631479096,-0.8555351690852795,-1.4022773551855185,1
7.831975387840897,0.1544148202822294,-0.5280749812035561,-0.5697096456145178,0.16157540671919476,-0.7252722328648684,1
11.89932555993004,-0.8547795043797872,0.3621811811349234,0.4482794565601633,0.4130120598411994,0.7029091640932167,1
10.118637257919811,-0.08758447843697122,-0.44066488153402317,-0.03479537722439086,0.3086140213128265,1.646354019663808,1
6.476355357981593,-1.6264345034698557,-0.8209172742569817,0.2554944352885184,0.9927946538958227,-0.8206244795336871,1
10.109305387501262,1.081508209554501,0.06168851602793369,-1.5509132019320504,1.5581479683904849,1.2632152589501136,1
8.94640195985467,1.2234255647029817,1.2562657920275815,0.15609844430351377,-1.0391624552495264,1.886220909367346,1
9.98537187061036,-0.6808570652097832,-0.6743829183154924,0.5230077244433333,-0.5397747086476823,-1.954861720443691,1
11.645830786109675,-0.8521715732927908,0.2566803685724426,-1.2553200607722534,0.33911456078612523,0.7824158558947214,1
10.669084910995315,0.5101766821228321,0.3284124518607561,0.7662492136687827,-0.1615759728069334,-0.2292028670901689,1
6.262720331556565,-0.4859549210640098,1.2307796342706807,2.1223687811980274,0.9501034181959607,0.3989937550363201,1
14.415773630010715,-0.5462482665038729,-0.3266257786365242,2.5868912043802395,0.3363697152274123,-0.37710510966076255,1
8.927481566775734,1.8437715258592635,-0.10092684445489279,1.6342290667749453,0.8701413339872339,-1.349738189691019,1
11.173816515505727,-1.1521377011142193,1.3994036622537067,-0.9069582857723559,-0.7136153510022514,-0.777767658569443,1
8.477695136539436,1.4744900904733733,-1.5471569100068248,-0.20864643164487945,1.193889147088902,0.4428046299779727,1
13.247723688552657,0.1691992051528857,-2.1993984243994005,-1.6090743919006554,-0.37061561320086706,1.5643246972220313,1
10.142335908445851,-0.5416444275267086,-0.9152093610374015,0.7970232213932403,0.23686064961488684,-0.328787230638458,1
9.807086913760095,0.3269887255152222,-0.7729352919180109,-0.8635249573153645,0.12202155086570941,0.2606284066745866,1
